Cluster 0: 
Ashes In the Fall; The Battle Of Los Angeles; ['Rage Against The Machine']; 
Semper Fi; Jack's Crows; ['John Gorka']; 
Where the Bottles Break; Jack's Crows; ['John Gorka']; 
Furniture; Out Of The Valley; ['John Gorka']; 
Can't Make Up My Mind; Between Five And Seven; ['John Gorka']; 
Lucid Dreaming; Spaced Out; ['Reflected Illusions']; 
Company; Educated Guess; ['Ani DiFranco']; 
Concerto Nicolo (excerpt); 30th Anniversary Sampler; "['Stanisław Skrowaczewski'; 
"Pini di Roma (Pines of Rome);  P. 141"; 30th Anniversary Sampler; 
Tears; Greatest Hits; ['Pure Prairie League']; 
It's All on Me; Greatest Hits; ['Pure Prairie League']; 
Falling in and out of Love; Greatest Hits; ['Pure Prairie League']; 
Burn the Other Hand; Drowning By Proxy; ['Full Catastrophe Living']; 
Home; Drowning By Proxy; ['Full Catastrophe Living']; 
Pussy Heroin; Generation Starwars; ['Alec Empire']; 
Playback Play; Kagel: Playback Play; "['Mauricio Kagel'; 
Falling Leaves; Baptizing; ['The Seldom Scene']; 
Will You Be Ready To Go Home?; Baptizing; ['The Seldom Scene']; 
Walk With Him Again; Baptizing; ['The Seldom Scene']; 
Cemetery; The Best Of - Volume One; ['Silverchair']; 
Miss You Love; The Best Of - Volume One; ['Silverchair']; 
Freak - Remix for Us Rejects; The Best Of - Volume One; "['Silverchair'; 
Pepe Hush; Great Big Boy; ['Leo Kottke']; 
Natasha of the Burning Woods; Terminal Twilight; ['White Willow']; 
Chow Down; Sick'em; ['7 Year Bitch']; 
Tired Of Nothing; Sick'em; ['7 Year Bitch']; 
You Speak Jealousy; Kill Rock Stars; ['Unwound']; 
My Red Self; Kill Rock Stars; ['Heavens To Betsy']; 
Gambler's Roll; Seven Turns; ['Allman Brothers Band']; 
34 to 96; Stories I Could Tell; ['Rebecca Hickman']; 
Tijuaniac; A Valid Path; ['Alan Parsons']; 
The Love Song - Live; Ozzfest 2001 The Second Millennium; ['Marilyn Manson']; 

Cluster 5: 
Settle for Nothing; Rage Against The Machine; ['Rage Against The Machine']; 
Do It for Love; Do It for Love; ['Daryl Hall & John Oates']; 
Out Of My Mind; Fridays Child; ['Will Young']; 
Tired of Waiting; New Life Faded; ['Death & Desire']; 
Fly Daze; Waste Of Mind; ['zebrahead']; 
To The Teeth (Shootout Remix); Swing Set; ['Ani DiFranco']; 
Hello Birmingham; To The Teeth; ['Ani DiFranco']; 
Carry You Around; To The Teeth; ['Ani DiFranco']; 
The Arrivals Gate; To The Teeth; ['Ani DiFranco']; 
Amazing Grace; Dilate; ['Ani DiFranco']; 
Going Down; Dilate; ['Ani DiFranco']; 
"Both Hands (Live in Austin;  Texas)"; More Joy Less Shame; 
The Waiting Song; Imperfectly; ['Ani DiFranco']; 
Imperfectly; Imperfectly; ['Ani DiFranco']; 
Still; "Perhaps;  I Suppose"; 
In My Eyes; "Perhaps;  I Suppose"; 
Road to Recovery; "Perhaps;  I Suppose"; 
Love Hate; The Jesus Experience; ['Bride']; 
Even Now; Live Under the Red Moon; ['The Call']; 
Evil Geniuses; This Is It; ['Bride']; 
Will He Ever Love Me Back; Nodesha; ['Nodesha']; 
I'm In Pieces; Ooh Yeah!; ['Daryl Hall & John Oates']; 
Change the World; Westlife; ['Westlife']; 
I Need You; Westlife; ['Westlife']; 
More than Words; Westlife; ['Westlife']; 
I Need Your Love; Ampendectomy; ['Resurrection Band']; 
Colours; Ampendectomy; ['Resurrection Band']; 
Right On Time; Ampendectomy; ['Resurrection Band']; 
Highwayman; Highwayman; "['The Highwaymen'; 
Made of Stone; The Complete Stone Roses; ['The Stone Roses']; 
Standing Here; The Complete Stone Roses; ['The Stone Roses']; 
Where Angels Play; The Complete Stone Roses; ['The Stone Roses']; 
Fools Gold; The Complete Stone Roses; ['The Stone Roses']; 
I'll Drown in My Tears; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
Drinkin' Blues; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
One Small Year; Whole New You; ['Shawn Colvin']; 
I'll Say I'm Sorry Now; Whole New You; ['Shawn Colvin']; 
Rooftop; Small Planes; ['The Innocence Mission']; 
Christmas Time Is Here; Holiday Songs And Lullabies; ['Shawn Colvin']; 
All The Pretty Li'l Horses; Holiday Songs And Lullabies; ['Shawn Colvin']; 
Scrimdust; Psychosis; ['Reflected Illusions']; 
Tennessee; Fat City; ['Shawn Colvin']; 
Cry Myself To Sleep; Greatest Hits; ['The Judds']; 
Rejoinders in a Storm; Pickpocket's Locket; ['Frog Eyes']; 
Shake 'Em On Down; El Rauncho Grundge; ['Too Slim and the Taildraggers']; 
Commercial Flipping Suicide; Sessions; ['Carter The Unstoppable Sex Machine']; 
Shooting Star; Shooting Star; ['Reflected Illusions']; 
I've Been Lonely For So Long; What Another Man Spills; ['Lambchop']; 
I Will Drive Slowly; I Hope You're Sitting Down; ['Lambchop']; 
Let's Go Bowling; I Hope You're Sitting Down; ['Lambchop']; 
What Was He Wearing?; I Hope You're Sitting Down; ['Lambchop']; 
Cowboy On the Moon; I Hope You're Sitting Down; ['Lambchop']; 
Ça valait la peine; Salle des pas perdus; ['Coralie Clement']; 
La contradiction; Salle des pas perdus; ['Coralie Clement']; 
Trust Once More; God Finds Us; ['Jason Upton']; 
Shut Down; Let Your Dim Light Shine; ['Soul Asylum']; 
Promises Broken; Let Your Dim Light Shine; ['Soul Asylum']; 
Caged Rat; Let Your Dim Light Shine; ['Soul Asylum']; 
Wild Packs of Family Dogs; The Moon & Antarctica; ['Modest Mouse']; 
Lives; The Moon & Antarctica; ['Modest Mouse']; 
Hot Tin; Rooftops; ['Peter Kater']; 
I May Be A Fool; Sister Sadie; ['Sister Sadie']; 
The First Song; Ultimate Alternative Wavers; ['Built To Spill']; 
"Piano Sonata No. 2 in B-Flat Minor;  Op. 35 ""Funeral March"": III. Marche funèbre. Lento"; "Favorite Chopin; 
The Mortal Groove; Between Five And Seven; ['John Gorka']; 
The Christmas Soldier; Rain Maiden; ['Wind Machine']; 
Sacred Mushrooms; Spaced Out; ['Reflected Illusions']; 
The Psychedelic Experience Pt. II; Spaced Out; ['Reflected Illusions']; 
Origami; Educated Guess; ['Ani DiFranco']; 
Bodily; Educated Guess; ['Ani DiFranco']; 
"2 Romanian Rhapsodies;  Op. 11: No. 1 in A Major"; 30th Anniversary Sampler; 
Early Morning Riser; Greatest Hits; ['Pure Prairie League']; 
Just Can't Believe It; Greatest Hits; ['Pure Prairie League']; 
Goin' Home; Greatest Hits; ['Pure Prairie League']; 
Drowning By Proxy; Drowning By Proxy; ['Full Catastrophe Living']; 
Sunset Gun; Drowning By Proxy; ['Full Catastrophe Living']; 
Why Can't I Forget About You; Annunciation; ['The Subdudes']; 
Message Man; Annunciation; ['The Subdudes']; 
Se Me Olvidó Otra Vez; Con El Mariachi Vargas De Tecalitlan (with El Mariachi Vargas de Tecalitlán); ['Juan Gabriel']; 
¿Dónde Andará?; Con El Mariachi Vargas De Tecalitlan (with El Mariachi Vargas de Tecalitlán); ['Juan Gabriel']; 
Lonely Woman/Exit La Place Demon/The Electronic Family; La Place Demon; "['Tied & Tickled Trio'; 
N.Y. Summer 1; Generation Starwars; ['Alec Empire']; 
Back To The Sun; Songs From The Grass String Ranch; ['The Kentucky Headhunters']; 
Brother John; Baptizing; ['The Seldom Scene']; 
Dreaming Of A Little Cabin; Baptizing; ['The Seldom Scene']; 
Abuse Me; The Best Of - Volume One; ['Silverchair']; 
New Race; The Best Of - Volume One; ['Silverchair']; 
Nothin' Works; Great Big Boy; ['Leo Kottke']; 
Kansas Regrets; Terminal Twilight; ['White Willow']; 
Red Leaves; Terminal Twilight; ['White Willow']; 
In Lust You Trust; Sick'em; ['7 Year Bitch']; 
No Fucking War; Sick'em; ['7 Year Bitch']; 
"Strong;  Warm;  and in Command"; 
Everybody and Their Dog; Kill Rock Stars; ['Fitz of Depression']; 
Azwethinkweiz; Enjoy Incubus; ['Incubus']; 
It Ain't Over Yet; Seven Turns; ['Allman Brothers Band']; 
The Devil Went Down to Georgia; A Decade Of Hits; ['The Charlie Daniels Band']; 
Stroker's Theme; A Decade Of Hits; ['The Charlie Daniels Band']; 
Let It Roll; A Decade Of Hits; ['The Charlie Daniels Band']; 
Wild Ride; Stories I Could Tell; ['Rebecca Hickman']; 
We Play the Game; A Valid Path; ['Alan Parsons']; 
The Wizard - Live; Ozzfest 2001 The Second Millennium; ['Black Sabbath']; 

Cluster 6: 
Getaway Car; Do It for Love; ['Daryl Hall & John Oates']; 
Burden Of The Angel/Beast; Dart To The Heart; ['Bruce Cockburn']; 
Amber Waves; Scarlet's Walk; ['Tori Amos']; 
mrs. jesus; Scarlet's Walk; ['Tori Amos']; 
Fade to Blue; Rosaryville; ['Kate Campbell']; 
All I See; New Life Faded; ['Death & Desire']; 
Give; New Life Faded; ['Death & Desire']; 
Pain; New Life Faded; ['Death & Desire']; 
Swing; Waste Of Mind; ['zebrahead']; 
Cloud Blood; To The Teeth; ['Ani DiFranco']; 
Done Wrong; Dilate; ['Ani DiFranco']; 
Joyful Girl (Peace and Love Mix); More Joy Less Shame; ['Ani DiFranco']; 
Joyful Girl (Live with the Buffalo Philharmonic Orchestra); More Joy Less Shame; ['Ani DiFranco']; 
Hell Yeah; Out Of Range; ['Ani DiFranco']; 
Overlap; Out Of Range; ['Ani DiFranco']; 
In or Out; Imperfectly; ['Ani DiFranco']; 
She Cries; "Perhaps;  I Suppose"; 
All American Girl; Big Bam Boom; ['Daryl Hall & John Oates']; 
I Live For You; The Jesus Experience; ['Bride']; 
I Still Believe (Great Design); Live Under the Red Moon; ['The Call']; 
Almost There; Nodesha; ['Nodesha']; 
I Don't Wanna Fight; Westlife; ['Westlife']; 
Try Again; Westlife; ['Westlife']; 
We Are One; Westlife; ['Westlife']; 
Thank You; Turnaround; ['Westlife']; 
Lost in You; Turnaround; ['Westlife']; 
Lincoln's Train; Ampendectomy; ['Resurrection Band']; 
The Last Cowboy Song; Highwayman; "['The Highwaymen'; 
Big River; Highwayman; "['The Highwaymen'; 
Desperados Waiting for a Train; Highwayman; "['The Highwaymen'; 
Welfare Line; Highwayman; "['The Highwaymen'; 
Elephant Stone; The Complete Stone Roses; ['The Stone Roses']; 
The Hardest Thing In the World; The Complete Stone Roses; ['The Stone Roses']; 
Going Down; The Complete Stone Roses; ['The Stone Roses']; 
One Love; The Complete Stone Roses; ['The Stone Roses']; 
Guess I'll Go Away; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
After the Phone Call; We Apologise For Any Inconvenience; ['Zorras']; 
Cheap Tequila; Still Alive And Well; ['Johnny Winter']; 
The Girl on My Left; Small Planes; ['The Innocence Mission']; 
Coal Train; Martin Rev; ['Martin Rev']; 
All Through The Night; Holiday Songs And Lullabies; ['Shawn Colvin']; 
Seal Lullaby; Holiday Songs And Lullabies; ['Shawn Colvin']; 
Set The Prairie On Fire; Fat City; ['Shawn Colvin']; 
In a Hut; Pickpocket's Locket; ['Frog Eyes']; 
Bone Of Contention; El Rauncho Grundge; ['Too Slim and the Taildraggers']; 
Johnny Cash; Sessions; ['Carter The Unstoppable Sex Machine']; 
You Were Right - Live From Glastonbury 2002; You Were Right; ['Badly Drawn Boy']; 
Interrupted; What Another Man Spills; ['Lambchop']; 
Shucks; What Another Man Spills; ['Lambchop']; 
Betweemus; I Hope You're Sitting Down; ['Lambchop']; 
Mes fenêtres donnent sur la cour; Salle des pas perdus; ['Coralie Clement']; 
Forgiveness; God Finds Us; ['Jason Upton']; 
The Sound of Settling; Transatlanticism; ['Death Cab for Cutie']; 
The Eleventh Hour; "Furthermore: From the Studio;  From the Stage"; 
Revolution - Live From The Eleventh Hour Tour; "Furthermore: From the Studio;  From the Stage"; 
Hopes Up; Let Your Dim Light Shine; ['Soul Asylum']; 
Impressed; Left Of The Middle; ['Natalie Imbruglia']; 
3rd Planet; The Moon & Antarctica; ['Modest Mouse']; 
A Different City; The Moon & Antarctica; ['Modest Mouse']; 
Windstar; Rooftops; ['Peter Kater']; 
Dr. Music; Mirrors; ['Blue Öyster Cult']; 
Look What I'm Trading For a Mansion; Sister Sadie; ['Sister Sadie']; 
Blood Red & Goin' Down; Sister Sadie; ['Sister Sadie']; 
Walk On By; Western Standard Time; ['Asleep At The Wheel']; 
Roly Poly; Western Standard Time; ['Asleep At The Wheel']; 
Sugarfoot Rag; Western Standard Time; ['Asleep At The Wheel']; 
Nowhere Nothin' Fuckup; Ultimate Alternative Wavers; ['Built To Spill']; 
Lie For A Lie; Ultimate Alternative Wavers; ['Built To Spill']; 
Hazy; Ultimate Alternative Wavers; ['Built To Spill']; 
"Polonaise No. 5 in F-Sharp Minor;  Op. 44"; "Favorite Chopin; 
Silence; Jack's Crows; ['John Gorka']; 
Good; Jack's Crows; ['John Gorka']; 
My New Neighborhood; Jack's Crows; ['John Gorka']; 
The Ballad of Jamie Bee; Jack's Crows; ['John Gorka']; 
Two Good Reasons; Between Five And Seven; ['John Gorka']; 
"Symphonic Dances;  Op. 45: III. Lento assai - Allegro vivace - Lento assai - Come prima - Allegro vivace"; 30th Anniversary Sampler; 
Jazzman; Greatest Hits; ['Pure Prairie League']; 
Cut; Drowning By Proxy; ['Full Catastrophe Living']; 
Miss Love; Annunciation; ['The Subdudes']; 
The Three Doors Pt. 1; La Place Demon; "['Tied & Tickled Trio'; 
Calaca; La Place Demon; "['Tied & Tickled Trio'; 
13465; Generation Starwars; ['Alec Empire']; 
Jessico; Songs From The Grass String Ranch; ['The Kentucky Headhunters']; 
Rock On; Songs From The Grass String Ranch; ['The Kentucky Headhunters']; 
Fomf (Fuck out My Face); Fomf (Fuck out My Face); ['Nuckles']; 
Ana's Song (Open Fire); The Best Of - Volume One; ['Silverchair']; 
Blind; The Best Of - Volume One; ['Silverchair']; 
Great Big Boy; Great Big Boy; ['Leo Kottke']; 
Big Mob On The Hill; Great Big Boy; ['Leo Kottke']; 
Hawks Circle the Mountain; Terminal Twilight; ['White Willow']; 
A Rumour of Twilight; Terminal Twilight; ['White Willow']; 
You Smell Lonely; Sick'em; ['7 Year Bitch']; 
8-Ball Deluxe; Sick'em; ['7 Year Bitch']; 
Shaft; Enjoy Incubus; ['Incubus']; 
Low Down Dirty Mean; Seven Turns; ['Allman Brothers Band']; 

Cluster 7: 
Testify; The Battle Of Los Angeles; ['Rage Against The Machine']; 
Bombtrack; Rage Against The Machine; ['Rage Against The Machine']; 
Stronger; Fridays Child; ['Will Young']; 
Leave Right Now; Fridays Child; ['Will Young']; 
All The Ways I Want You; Dart To The Heart; ['Bruce Cockburn']; 
Scanning These Crowds; Dart To The Heart; ['Bruce Cockburn']; 
Sunrise On The Mississippi; Dart To The Heart; ['Bruce Cockburn']; 
A Sorta Fairytale; Scarlet's Walk; ['Tori Amos']; 
strange; Scarlet's Walk; ['Tori Amos']; 
don't make me come to Vegas; Scarlet's Walk; ['Tori Amos']; 
Check; Waste Of Mind; ['zebrahead']; 
The Real Me; Waste Of Mind; ['zebrahead']; 
Waste of Mind; Waste Of Mind; ['zebrahead']; 
Time; Waste Of Mind; ['zebrahead']; 
Out of Range (Acoustic); Out Of Range; ['Ani DiFranco']; 
Fixing Her Hair; Imperfectly; ['Ani DiFranco']; 
Every State Line; Imperfectly; ['Ani DiFranco']; 
Served Faithfully; Imperfectly; ['Ani DiFranco']; 
Dance On Your Knees; Big Bam Boom; ['Daryl Hall & John Oates']; 
Some Things Are Better Left Unsaid; Big Bam Boom; ['Daryl Hall & John Oates']; 
Going Thru the Motions; Big Bam Boom; ['Daryl Hall & John Oates']; 
More Than Human; This Is It; ['Bride']; 
Head Looking for a Bullet; This Is It; ['Bride']; 
Keep On Pushin' Love; Ooh Yeah!; ['Daryl Hall & John Oates']; 
Flying Without Wings; Westlife; ['Westlife']; 
Fool Again; Westlife; ['Westlife']; 
Obvious; Turnaround; ['Westlife']; 
Broken Promises; Ampendectomy; ['Resurrection Band']; 
The House Is On Fire; Ampendectomy; ['Resurrection Band']; 
She Bangs the Drums; The Complete Stone Roses; ['The Stone Roses']; 
I Wanna Be Adored; The Complete Stone Roses; ['The Stone Roses']; 
What the World Is Waiting For; The Complete Stone Roses; ['The Stone Roses']; 
"Rock and Roll;  Hoochie Koo"; Johnny Winter: A Rock N' Roll Collection; 
Jomo; Martin Rev; ['Martin Rev']; 
Wes; Martin Rev; ['Martin Rev']; 
Daydreams; Martin Rev; ['Martin Rev']; 
Windy Nights; Holiday Songs And Lullabies; ['Shawn Colvin']; 
Methamphetamine; Psychosis; ['Reflected Illusions']; 
Polaroids; Fat City; ['Shawn Colvin']; 
Round Of Blues; Fat City; ['Shawn Colvin']; 
Rockin' With The Rhythm Of The Rain; Greatest Hits; ['The Judds']; 
Western Man; El Rauncho Grundge; ['Too Slim and the Taildraggers']; 
Sheriff Fatman; Sessions; ['Carter The Unstoppable Sex Machine']; 
Alternative Alf Garnett; Sessions; ['Carter The Unstoppable Sex Machine']; 
Nowhere Fast; Sessions; ['Carter The Unstoppable Sex Machine']; 
Soaky In the Pooper; I Hope You're Sitting Down; ['Lambchop']; 
Ces matins d'été; Salle des pas perdus; ['Coralie Clement']; 
Le jazz et le gin; Salle des pas perdus; ['Coralie Clement']; 
Bientôt; Salle des pas perdus; ['Coralie Clement']; 
The Road to Emmaus; God Finds Us; ['Jason Upton']; 
Everything You Do; God Finds Us; ['Jason Upton']; 
Patient; Patient; ['Wiz']; 
Expo '86; Transatlanticism; ['Death Cab for Cutie']; 
Passenger Seat; Transatlanticism; ['Death Cab for Cutie']; 
Something Beautiful; "Furthermore: From the Studio;  From the Stage"; 
Disappear - Live From The Eleventh Hour Tour; "Furthermore: From the Studio;  From the Stage"; 
This Road - Live From The Eleventh Hour Tour; "Furthermore: From the Studio;  From the Stage"; 
Tell Me When; Let Your Dim Light Shine; ['Soul Asylum']; 
Wishing I Was There; Left Of The Middle; ['Natalie Imbruglia']; 
Left Of The Middle; Left Of The Middle; ['Natalie Imbruglia']; 
Dark Center Of The Universe; The Moon & Antarctica; ['Modest Mouse']; 
Perfect Disguise; The Moon & Antarctica; ['Modest Mouse']; 
Alone Down There; The Moon & Antarctica; ['Modest Mouse']; 
Life Like Weeds; The Moon & Antarctica; ['Modest Mouse']; 
What People Are Made Of; The Moon & Antarctica; ['Modest Mouse']; 
That Lucky Old Sun (Just Rools Around Heaven All Day); Western Standard Time; ['Asleep At The Wheel']; 
Three Years Ago Today; Ultimate Alternative Wavers; ['Built To Spill']; 
"Polonaise-Fantaisie in A-Flat Major;  Op. 61"; "Favorite Chopin; 
"12 Études;  Op. 25: No. 7 in C-Sharp Minor"; "Favorite Chopin; 
I'm From New Jersey; Jack's Crows; ['John Gorka']; 
You're On Your Way; Jack's Crows; ['John Gorka']; 
Out Of The Valley; Out Of The Valley; ['John Gorka']; 
Lightning's Blues; Between Five And Seven; ['John Gorka']; 
My Invisible Gun; Between Five And Seven; ['John Gorka']; 
Scraping Dixie; Between Five And Seven; ['John Gorka']; 
High Noon; Rain Maiden; ['Wind Machine']; 
Hydroponic Garden; Spaced Out; ['Reflected Illusions']; 
Educated Guess; Educated Guess; ['Ani DiFranco']; 
Rain Check; Educated Guess; ['Ani DiFranco']; 
Akimbo; Educated Guess; ['Ani DiFranco']; 
Bubble; Educated Guess; ['Ani DiFranco']; 
Mestizo Waltz; 30th Anniversary Sampler; "['Gabriela Lena Frank'; 
"Paraphrase de concert sur Rigoletto;  S. 434: Verdi - Rigoletto: Paraphrase de concert;  S434/R267"; 
Simple; Drowning By Proxy; ['Full Catastrophe Living']; 
Sugar Pie; Annunciation; ['The Subdudes']; 
Ases y Tercia de Reyes; Con El Mariachi Vargas De Tecalitlan (with El Mariachi Vargas de Tecalitlán); ['Juan Gabriel']; 
Mañana Te Acordaras; Con El Mariachi Vargas De Tecalitlan (with El Mariachi Vargas de Tecalitlán); ['Juan Gabriel']; 
The End Is The Same As The Beginning; La Place Demon; "['Tied & Tickled Trio'; 
Violent Collaborations Pt. 2; La Place Demon; "['Tied & Tickled Trio'; 
Stahl Und Blausaure; Generation Starwars; ['Alec Empire']; 
Country Life; Songs From The Grass String Ranch; ['The Kentucky Headhunters']; 
Gospel Medley; Baptizing; ['The Seldom Scene']; 
Emotion Sickness; The Best Of - Volume One; ['Silverchair']; 
Minor Threat; The Best Of - Volume One; ['Silverchair']; 
Ice Cream; Great Big Boy; ['Leo Kottke']; 
Searise; Terminal Twilight; ['White Willow']; 
Dead Men Don't Rape; Sick'em; ['7 Year Bitch']; 
N.O.U. Cooking With Gas!; Kill Rock Stars; ['Nation of Ulysses']; 
Narrow; Kill Rock Stars; ['Mecca Normal']; 
Reaper Song; Kill Rock Stars; ['Witchy Poo']; 
Make You Come; Kill Rock Stars; ['Kicking Giant']; 
You Will Be A Hot Dancer; Enjoy Incubus; ['Incubus']; 
Everytime I See Him; A Decade Of Hits; ['The Charlie Daniels Band']; 
Not Quite You and Me; Stories I Could Tell; ['Rebecca Hickman']; 
Dave; Stories I Could Tell; ['Rebecca Hickman']; 
Super Terrorizer - Live; Ozzfest 2001 The Second Millennium; "[""Zakk Wylde's Black Label Society""]"; 

Cluster 8: 
Mic Check; The Battle Of Los Angeles; ['Rage Against The Machine']; 
Born of a Broken Man; The Battle Of Los Angeles; ['Rage Against The Machine']; 
Fistful of Steel; Rage Against The Machine; ['Rage Against The Machine']; 
Miss DJ; Do It for Love; ['Daryl Hall & John Oates']; 
Love The One You're With; Fridays Child; ['Will Young']; 
Going My Way; Fridays Child; ['Will Young']; 
Listen For The Laugh; Dart To The Heart; ['Bruce Cockburn']; 
Crazy; Scarlet's Walk; ['Tori Amos']; 
Your Cloud; Scarlet's Walk; ['Tori Amos']; 
Another Girl's Paradise; Scarlet's Walk; ['Tori Amos']; 
Heart of Hearts; Rosaryville; ['Kate Campbell']; 
Who Will Pray For Junior; Rosaryville; ['Kate Campbell']; 
Look Away; Rosaryville; ['Kate Campbell']; 
America; New Life Faded; ['Death & Desire']; 
Get Back; Waste Of Mind; ['zebrahead']; 
Swing (Album Version); Swing Set; ['Ani DiFranco']; 
Wish I May; To The Teeth; ['Ani DiFranco']; 
Freakshow; To The Teeth; ['Ani DiFranco']; 
Providence; To The Teeth; ['Ani DiFranco']; 
"Outta Me;  Onto You"; Dilate; 
Coming Up; Imperfectly; ['Ani DiFranco']; 
Bank On Your Love; Big Bam Boom; ['Daryl Hall & John Oates']; 
Oklahoma; Live Under the Red Moon; ['The Call']; 
Thank You; Nodesha; ['Nodesha']; 
So Good; Nodesha; ['Nodesha']; 
Everything Your Heart Desires; Ooh Yeah!; ['Daryl Hall & John Oates']; 
Turn Around; Turnaround; ['Westlife']; 
Deportee (Plane Wreck at Los Gatos); Highwayman; "['The Highwaymen'; 
All Across the Sands; The Complete Stone Roses; ['The Stone Roses']; 
Waterfall; The Complete Stone Roses; ['The Stone Roses']; 
I Am the Resurrection; The Complete Stone Roses; ['The Stone Roses']; 
ヒメサマスピリッツ; Himesama Spirits; ['Mahousyoujoninaritai']; 
Good Morning Little School Girl - Live; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
Hustled Down in Texas; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
Rock Me Baby; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
Rock & Roll; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
Highway 61 Revisited - Live; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
In the Details 3; We Apologise For Any Inconvenience; ['Zorras']; 
Rock Me Baby; Still Alive And Well; ['Johnny Winter']; 
Silver Train; Still Alive And Well; ['Johnny Winter']; 
From A Buick Six; Still Alive And Well; ['Johnny Winter']; 
Roger Wilco; Whole New You; ['Shawn Colvin']; 
Mr. Levon; Whole New You; ['Shawn Colvin']; 
I Have Loved You; Small Planes; ['The Innocence Mission']; 
Nineteen 86; Martin Rev; ['Martin Rev']; 
Marvel; Martin Rev; ['Martin Rev']; 
Eve Of Destruction; Psychosis; ['Reflected Illusions']; 
Girls Night Out; Greatest Hits; ['The Judds']; 
Have Mercy; Greatest Hits; ['The Judds']; 
Love Is Alive; Greatest Hits; ['The Judds']; 
If You Aint' Rockin You Aint Livin; El Rauncho Grundge; ['Too Slim and the Taildraggers']; 
These Boots Are Made For Walking; El Rauncho Grundge; ['Too Slim and the Taildraggers']; 
You Were Right; You Were Right; ['Badly Drawn Boy']; 
Acid Trip; Shooting Star; ['Reflected Illusions']; 
Saturday Option; What Another Man Spills; ['Lambchop']; 
N.O.; What Another Man Spills; ['Lambchop']; 
King Of Nothing Never; What Another Man Spills; ['Lambchop']; 
Theme From The Neil Miller Show; What Another Man Spills; ['Lambchop']; 
Hickey; I Hope You're Sitting Down; ['Lambchop']; 
Traveler; God Finds Us; ['Jason Upton']; 
Grow; God Finds Us; ['Jason Upton']; 
Love Song For a Savior; "Furthermore: From the Studio;  From the Stage"; 
Frail; "Furthermore: From the Studio;  From the Stage"; 
I'm Alright - Live From The Eleventh Hour Tour; "Furthermore: From the Studio;  From the Stage"; 
String of Pearls; Let Your Dim Light Shine; ['Soul Asylum']; 
Dance of the Shingle People; Rooftops; ['Peter Kater']; 
Waiting for the Sky; Rooftops; ['Peter Kater']; 
The Great Sun Jester; Mirrors; ['Blue Öyster Cult']; 
Mirrors; Mirrors; ['Blue Öyster Cult']; 
"Nocturne No. 19 in E Minor;  Op. 72;  No. 1"; 
Night is a Woman; Jack's Crows; ['John Gorka']; 
Thoughtless Behaviour; Out Of The Valley; ['John Gorka']; 
Always Going Home; Out Of The Valley; ['John Gorka']; 
Up Until Then; Out Of The Valley; ['John Gorka']; 
Part Of Your Own; Between Five And Seven; ['John Gorka']; 
"Paradise;  Once"; Between Five And Seven; 
Campaign Trail; Between Five And Seven; ['John Gorka']; 
Front Porch Serenade; Rain Maiden; ['Wind Machine']; 
"In Praise of Music: No. 5. For the Angel;  ""Israfel"""; 30th Anniversary Sampler; 
An American Requiem: Dies Irae; 30th Anniversary Sampler; "['Richard Danielpour'; 
You're Between Me; Greatest Hits; ['Pure Prairie League']; 
Amie; Greatest Hits; ['Pure Prairie League']; 
Angel #9; Greatest Hits; ['Pure Prairie League']; 
Boulder Skies; Greatest Hits; ['Pure Prairie League']; 
Two Lane Highway; Greatest Hits; ['Pure Prairie League']; 
Hello; Drowning By Proxy; ['Full Catastrophe Living']; 
Maschinenvolk; Generation Starwars; ['Alec Empire']; 
Sieg Uber Die Mayday; Generation Starwars; ['Alec Empire']; 
Grass String Ranch; Songs From The Grass String Ranch; ['The Kentucky Headhunters']; 
Hobo On A Freight Train To Heaven; Baptizing; ['The Seldom Scene']; 
Israel's Son; The Best Of - Volume One; ['Silverchair']; 
Untitled; The Best Of - Volume One; ['Silverchair']; 
Running Up The Stairs; Great Big Boy; ['Leo Kottke']; 
Summer's Growing Old; Great Big Boy; ['Leo Kottke']; 
Knot; Sick'em; ['7 Year Bitch']; 
Girl Germs; Kill Rock Stars; ['Bratmobile']; 
Loch Ness; Kill Rock Stars; ['Some Velvet Sidewalk']; 
Feels Blind; Kill Rock Stars; ['Bikini Kill']; 
Ever Since My Accident; Kill Rock Stars; ['Melvins']; 
Red Dress; Kill Rock Stars; ['Jad Fair']; 
My Squad (Moskva); My Squad (Moskva); ['Nuckles']; 
Good Clean Fun; Seven Turns; ['Allman Brothers Band']; 
Loaded Dice; Seven Turns; ['Allman Brothers Band']; 
This Dance; Stories I Could Tell; ['Rebecca Hickman']; 
Chomolungma; A Valid Path; ['Alan Parsons']; 
Fear - Live; Ozzfest 2001 The Second Millennium; ['Disturbed']; 

Cluster 9: 
War Within a Breath; The Battle Of Los Angeles; ['Rage Against The Machine']; 
